day_idx,revenue,status,solve_time
0,171967.0854693916,optimal,31.094798803329468
1,200520.2709134816,optimal,36.77449607849121
2,96696.63468163434,optimal,38.598697900772095
3,99610.52940801707,optimal,36.71091413497925
4,171646.24444062187,optimal,33.497276306152344
5,212802.70608421176,optimal,27.856426000595093
6,145068.50732777885,optimal,30.383447885513306
7,175748.2377600202,optimal,28.59373688697815
8,151485.02585304165,optimal,24.581174850463867
9,185536.06530442776,optimal,28.419434070587158
10,153477.0607812378,optimal,36.87208580970764
11,173416.53332100145,optimal,29.941240072250366
12,149326.4419980257,optimal,25.42696499824524
13,131753.04414927168,optimal,29.480464220046997
14,92350.70968160167,optimal,27.210675954818726
15,195606.81579127896,optimal,30.26185703277588
16,164310.6123710888,optimal,45.62692713737488
17,144120.78703063613,optimal,37.637019872665405
18,177276.00663551968,optimal,29.55766797065735
19,119079.22790990664,optimal,30.99464511871338
20,80412.74322134914,optimal,34.70870399475098
21,192941.68185013553,optimal,34.62637519836426
22,154520.2591524606,optimal,30.34827208518982
23,173222.3818374816,optimal,27.13676404953003
24,147747.91236839717,optimal,29.046931743621826
25,172655.51572630162,optimal,31.14128088951111
26,172484.326163546,optimal,36.64179587364197
27,103638.1204837567,optimal,35.346086740493774
28,66766.99539445146,optimal,44.87105584144592
29,51596.7286644572,optimal,59.37497901916504
30,148720.21651348157,optimal,31.6843740940094
31,151143.70842638158,optimal,28.170702934265137
32,127229.10837694455,optimal,29.984572887420654
33,109284.72837586248,optimal,34.46945405006409
34,155431.1895515859,optimal,31.136352062225342
35,190761.85266153704,optimal,28.018502950668335
36,169430.40459106068,optimal,31.795560121536255
37,159276.91527089264,optimal,34.74740409851074
38,142500.24417748163,optimal,30.24522590637207
39,147833.1295965312,optimal,22.59243893623352
40,174258.96232921764,optimal,34.39692997932434
41,151072.02678197785,optimal,36.18612027168274
42,112834.49499504588,optimal,39.794008016586304
43,133619.91400003358,optimal,35.1474289894104
44,176805.30118501504,optimal,26.849496126174927
45,152252.96763240464,optimal,25.026182889938354
46,154668.92243621132,optimal,26.380465984344482
47,158646.0176095863,optimal,24.891093969345093
48,131761.11283341917,optimal,26.803323984146118
49,139982.76291962853,optimal,31.55283808708191
50,173000.87712702967,optimal,29.638476610183716
51,34463.589217611174,optimal,40.09741473197937
52,149201.45827578087,optimal,37.89220595359802
53,159787.0170051228,optimal,35.425187826156616
54,145293.86379767384,optimal,26.349509954452515
55,186582.50606413186,optimal,27.950679063796997
56,176216.05216457025,optimal,32.50562882423401
57,191823.1658149631,optimal,36.117406129837036
58,186477.3127322555,optimal,28.175105810165405
59,208363.08153266873,optimal,32.151318073272705
60,174019.33315614285,optimal,38.32006096839905
61,131626.47502886027,optimal,29.679999113082886
62,131627.92801018385,optimal,35.31074094772339
63,139771.27779177667,optimal,30.35536003112793
64,115388.12733744532,optimal,30.89854884147644
65,159517.6905734163,optimal,33.73467183113098
66,141089.31785033472,optimal,25.039710998535156
67,189951.80181385044,optimal,33.16726493835449
68,207262.86820603014,optimal,33.62459206581116
69,131171.40882356593,optimal,36.45349621772766
70,29322.48408419953,optimal,53.699729919433594
71,54031.22843918945,optimal,41.05679416656494
72,174414.99070507166,optimal,27.652618885040283
73,145707.55062651268,optimal,26.971657037734985
74,149968.2508538621,optimal,40.53995084762573
75,116213.30976176902,optimal,25.835535049438477
76,184782.27832498885,optimal,30.623270988464355
77,1020.1265201318038,optimal,60.696329832077026
78,12000.91452195515,optimal,37.72324204444885
79,27695.780668651252,optimal,26.03759217262268
80,-12967.606875573998,optimal,35.84150815010071
81,31355.675373127833,optimal,33.10827374458313
82,31242.563658405692,optimal,46.630369901657104
83,26250.044334297836,optimal,32.42065906524658
84,110297.8154789743,optimal,40.01152420043945
85,145082.29632328454,optimal,37.562485694885254
86,156546.92503046757,optimal,27.564600229263306
87,113107.79717639982,optimal,31.466020822525024
88,67210.69301097438,optimal,31.61188507080078
89,37952.36535692615,optimal,35.85591912269592
90,146437.62479265453,optimal,37.86584973335266
91,73869.35871481878,optimal,29.63323187828064
92,106150.5672109379,optimal,35.043153047561646
93,98283.53449586034,optimal,30.649940013885498
94,72393.39221032147,optimal,36.75392198562622
95,124764.95878226229,optimal,30.22677206993103
96,86644.03687412097,optimal,34.95661401748657
97,107821.88701340646,optimal,33.48738503456116
98,167986.4942261784,optimal,32.537375926971436
99,165982.78183468548,optimal,26.159226894378662
100,122281.7847724682,optimal,30.07054901123047
101,63067.575886649676,optimal,33.56986403465271
102,79840.85880353811,optimal,38.70968294143677
103,-16571.905813441328,optimal,44.25395703315735
104,-18456.379537647117,optimal,51.37118911743164
105,33469.323460189335,optimal,53.50338292121887
106,73537.65039654836,optimal,36.92223787307739
107,93707.35858936067,optimal,42.42068409919739
108,86225.91010004721,optimal,39.87864327430725
109,30062.615876911725,optimal,39.71526288986206
110,12829.600371632241,optimal,43.38826608657837
111,26557.703045086986,optimal,34.026443004608154
112,82387.37026430105,optimal,38.89186191558838
113,119470.14212523345,optimal,30.714810848236084
114,69242.8740235364,optimal,41.08968901634216
115,122418.7451233889,optimal,33.550008058547974
116,107947.23567260092,optimal,35.47714114189148
117,63893.18062911248,optimal,43.73873329162598
118,123062.52535670639,optimal,39.338226079940796
119,113321.85698389955,optimal,37.78317904472351
120,70636.89100787013,optimal,32.10870099067688
121,9284.59150190046,optimal,35.57489895820618
122,150545.98386611417,optimal,39.67688488960266
123,154755.46358201932,optimal,32.86109209060669
124,143249.79331319992,optimal,36.62012481689453
125,88139.38642994862,optimal,34.62929105758667
126,12145.116333956423,optimal,32.918983936309814
127,11411.580802719636,optimal,39.27510094642639
128,38628.46028898155,optimal,34.918330907821655
129,61293.73106537189,optimal,40.54888391494751
130,47006.8305140593,optimal,36.58065605163574
131,49710.72527565927,optimal,37.13170313835144
132,55035.145957423585,optimal,35.169601917266846
133,52806.65182265251,optimal,39.34104585647583
134,63166.110207547084,optimal,38.31143808364868
135,136476.91893832912,optimal,44.59594988822937
136,41533.684125183296,optimal,41.963332176208496
137,1215.9862432301743,optimal,31.428023099899292
138,86077.4360361613,optimal,35.26514196395874
139,57722.85310493809,optimal,35.91286897659302
