day_idx,revenue,status,solve_time
0,182531.64383120203,optimal,1.9362859725952148
1,177333.45023593146,optimal,2.3160347938537598
2,79639.61130747703,optimal,1.7612648010253906
3,8170.672766986692,optimal,2.0808300971984863
4,171986.38357007963,optimal,2.192432165145874
5,186406.56660898554,optimal,2.0434141159057617
6,166835.31542502865,optimal,1.8849592208862305
7,157194.77811937316,optimal,2.0169248580932617
8,182905.42253775598,optimal,1.8988242149353027
9,201353.81962949154,optimal,1.7486450672149658
10,140912.28325620157,optimal,1.9008400440216064
11,184891.73860194875,optimal,1.7133228778839111
12,172807.5039787653,optimal,1.7608146667480469
13,140033.6016681001,optimal,1.848073959350586
14,177120.08204326063,optimal,1.9511258602142334
15,168015.90055559957,optimal,2.1921260356903076
16,128766.68592067657,optimal,2.3368420600891113
17,87820.4293921527,optimal,2.0434720516204834
18,210129.61927979733,optimal,1.879432201385498
19,138696.18831902152,optimal,2.053459405899048
20,122140.29293196612,optimal,2.352673053741455
21,265612.1327385106,optimal,2.322833299636841
22,179311.85223685348,optimal,1.836838722229004
23,160136.47564517742,optimal,2.051698923110962
24,207216.15987814788,optimal,2.0311598777770996
25,172789.50839698032,optimal,1.8677730560302734
26,171773.3416667899,optimal,2.1654610633850098
27,136785.25317712335,optimal,2.287767171859741
28,93506.33402556731,optimal,2.125295877456665
29,71111.28929795894,optimal,2.6939687728881836
30,168035.59937461236,optimal,2.1595330238342285
31,175135.41530091997,optimal,1.8634686470031738
32,144060.7610322256,optimal,2.1709718704223633
33,129418.46739122435,optimal,2.075761079788208
34,158770.76437960833,optimal,1.8771421909332275
35,188271.3968387511,optimal,2.0214598178863525
36,133076.61624014992,optimal,2.0437700748443604
37,193209.77244137842,optimal,1.9987046718597412
38,158008.5038109754,optimal,2.113814115524292
39,199091.5923988921,optimal,2.005802869796753
40,160803.51526761206,optimal,2.0203468799591064
41,201770.1964432589,optimal,2.2371530532836914
42,159775.36757464986,optimal,2.507037878036499
43,139252.73959251866,optimal,2.029634952545166
44,178027.35803332794,optimal,2.0776829719543457
45,215524.16605626052,optimal,1.8358371257781982
46,194602.1397795817,optimal,2.0270700454711914
47,180570.83789599483,optimal,2.0655019283294678
48,166854.1069448351,optimal,1.9091639518737793
