day_idx,revenue,status,solve_time
0,124828.55812330537,optimal,26.410765886306763
1,183506.27274759085,optimal,35.532958984375
2,67463.56443452547,optimal,41.17666411399841
3,45395.735350515824,optimal,48.49344515800476
4,147327.97157128993,optimal,40.11536908149719
5,166834.2284259608,optimal,30.391634225845337
6,101374.6274377408,optimal,27.71656608581543
7,143107.01680957078,optimal,29.53412389755249
8,123494.4349797735,optimal,23.576611280441284
9,149859.3620886402,optimal,27.34492301940918
10,132690.56324577075,optimal,33.24466276168823
11,166163.0015841165,optimal,33.79404902458191
12,117629.18504644977,optimal,25.977153062820435
13,113490.62363190089,optimal,34.42469573020935
14,69396.38469631318,optimal,25.085154056549072
15,183965.0563759882,optimal,37.325509786605835
16,119512.67308318432,optimal,54.678738832473755
17,110382.83630910338,optimal,39.211560010910034
18,136953.6619653019,optimal,28.01280903816223
19,88918.4957915206,optimal,32.23430395126343
20,71251.03136300517,optimal,40.56049585342407
21,120857.9250427184,optimal,38.94696021080017
22,127819.25574858078,optimal,31.024147987365723
23,141213.60395674076,optimal,22.27296280860901
24,133010.3221824408,optimal,30.810487031936646
25,143879.00598148085,optimal,30.625025987625122
26,171797.6033313164,optimal,39.56832003593445
27,75107.08292701589,optimal,35.58271622657776
28,33595.16424793609,optimal,41.2936897277832
29,17665.71156468704,optimal,60.391714096069336
30,131803.7775592034,optimal,35.323248863220215
31,92849.96727478079,optimal,28.69352912902832
32,79431.57582735081,optimal,33.27839112281799
33,74003.0539567408,optimal,35.9663290977478
34,128522.78775674083,optimal,32.016151666641235
35,164993.1227353208,optimal,22.5885169506073
36,154647.11905059923,optimal,34.82765436172485
37,136972.64376727503,optimal,39.60789203643799
38,123616.13377379588,optimal,28.305285215377808
39,102391.50690435614,optimal,28.14469599723816
40,151216.93028651684,optimal,35.325122117996216
41,130659.06879783706,optimal,36.232932806015015
42,89724.50687902508,optimal,34.21226096153259
43,108010.18492728338,optimal,38.25527596473694
44,142871.12990914154,optimal,25.126244068145752
45,126793.46777855713,optimal,21.615283966064453
46,125746.95994820549,optimal,26.368958950042725
47,142928.72095902055,optimal,27.288320064544678
48,100230.30602013686,optimal,25.888216257095337
49,91101.76452180767,optimal,25.61160898208618
50,148041.3144252346,optimal,33.26447582244873
51,12478.732297797069,optimal,41.572330951690674
52,133767.8576772675,optimal,33.952775955200195
53,97621.07115411677,optimal,48.93237900733948
54,129189.00872535162,optimal,21.74063205718994
55,156676.96130095207,optimal,25.663084030151367
56,163294.40249043953,optimal,29.67834210395813
57,166922.12388680724,optimal,36.06095886230469
58,163221.0517880257,optimal,26.11319899559021
59,178678.11287288,optimal,38.56660294532776
60,135318.56913798943,optimal,41.329877853393555
61,106593.27764817237,optimal,29.929882049560547
62,90081.6097117964,optimal,36.37108492851257
63,108245.38349080832,optimal,27.643650770187378
64,92058.0044021256,optimal,34.54054307937622
65,138362.88416800048,optimal,39.597259759902954
66,100209.97554452496,optimal,25.967850923538208
67,156716.2577821018,optimal,29.341161966323853
68,179348.5880032443,optimal,30.296337842941284
69,113814.46387346761,optimal,43.122013330459595
70,-14361.94160295108,optimal,46.33828830718994
71,37473.2809507827,optimal,46.185051918029785
72,142909.46790009487,optimal,25.04536199569702
73,114866.7263422233,optimal,26.09985589981079
74,121194.10654556268,optimal,39.865254163742065
75,94203.17699944784,optimal,24.973487854003906
76,142526.14314345559,optimal,35.13999915122986
77,-30502.872848487263,optimal,45.10282230377197
78,-3369.1103077814914,optimal,43.67353701591492
79,1007.8497646400574,optimal,29.797308921813965
80,-30334.72957358485,optimal,32.88278913497925
81,7876.391249941742,optimal,33.14134192466736
82,-7015.87806696002,optimal,40.166922092437744
83,-8528.18894584405,optimal,29.71164608001709
84,109066.7324000201,optimal,39.80244779586792
85,122505.96681424984,optimal,36.00933909416199
86,135575.57154613873,optimal,26.775458097457886
87,88270.24433106923,optimal,32.96048879623413
88,36786.15162417158,optimal,26.863862991333008
89,26089.289235062133,optimal,28.529263973236084
90,113224.10365989851,optimal,42.74428176879883
91,64688.46357049882,optimal,30.433340072631836
92,77643.9381154738,optimal,30.943702220916748
93,63083.64270000937,optimal,31.742517948150635
94,45253.81136835324,optimal,38.57038998603821
95,111950.55819873392,optimal,34.973402976989746
96,56410.175227672895,optimal,31.522384881973267
97,76437.52474068181,optimal,39.05612301826477
98,131300.7601756531,optimal,32.175081968307495
99,138031.62587584223,optimal,21.096065998077393
100,92217.27473587752,optimal,29.5186288356781
101,53687.997984963906,optimal,29.789546012878418
102,55739.71721534576,optimal,41.48950910568237
103,-34193.85868790135,optimal,42.51226592063904
104,-33330.72263701247,optimal,54.04777503013611
105,22323.233029018207,optimal,57.39512300491333
106,50854.54763792753,optimal,41.8045711517334
107,66757.58322757331,optimal,46.78479886054993
108,83218.0486552351,optimal,50.38432598114014
109,21292.884671833723,optimal,43.09253931045532
110,15296.54291495902,optimal,43.47486472129822
111,5814.907087928012,optimal,37.98034906387329
112,78603.12789344278,optimal,39.464428186416626
113,113422.53534201958,optimal,32.093791007995605
114,64656.954388946564,optimal,43.469794034957886
115,116961.44477278378,optimal,33.84498906135559
116,111039.71762503064,optimal,37.080381870269775
117,47064.05455228157,optimal,47.953051805496216
118,85681.0401129374,optimal,44.81561207771301
119,82884.97091441054,optimal,39.40152907371521
120,44165.83469709683,optimal,38.288267850875854
121,-1204.7025238529313,optimal,39.25516438484192
122,115648.51471529802,optimal,34.033395767211914
123,149325.96443786536,optimal,28.26392889022827
124,110570.17415911202,optimal,32.380768060684204
125,63595.26387892488,optimal,38.0945942401886
126,-2097.334899378933,optimal,29.164780139923096
127,-18395.449629031013,optimal,36.98378777503967
128,9191.585194129533,optimal,45.102763175964355
129,51325.18266584262,optimal,44.229700803756714
130,38229.63866914973,optimal,43.05576491355896
131,26500.744716328598,optimal,39.552326917648315
132,22793.73810594983,optimal,39.85205912590027
133,28555.69985781383,optimal,39.32682800292969
134,30561.13961392631,optimal,46.90633821487427
135,121446.41250725507,optimal,57.166595220565796
136,14704.374915859,optimal,47.69139504432678
137,-15315.93025227361,optimal,34.56193995475769
138,64497.75250126687,optimal,41.84925389289856
139,33114.07160799907,optimal,40.458173990249634
140,53469.6108666122,optimal,42.56462788581848
141,15932.999471712435,optimal,43.53998017311096
142,-5034.818246232986,optimal,37.96979999542236
143,8620.648352375902,optimal,42.56220531463623
144,149607.09174361103,optimal,30.850295066833496
145,152657.91030266212,optimal,34.34865689277649
146,17652.22490320063,optimal,41.974069118499756
147,38657.8149374197,optimal,46.637341022491455
148,76212.7461165435,optimal,46.6728880405426
149,-22682.276208496936,optimal,37.493067026138306
150,146087.18874103515,optimal,38.4840202331543
151,40278.45649247751,optimal,40.03026294708252
152,19021.919872957515,optimal,50.549007177352905
153,130528.05697296614,optimal,25.736119031906128
154,81938.2749598147,optimal,39.18701410293579
155,-26502.89975384141,optimal,46.7437801361084
156,82061.19323824119,optimal,42.143184661865234
157,117397.44395551816,optimal,34.562570095062256
158,17527.793427511126,optimal,34.88707613945007
159,-78064.0441662111,optimal,65.28016400337219
160,43192.86166374791,optimal,40.413042068481445
161,128251.89561463363,optimal,35.99379897117615
162,-28266.653730323414,optimal,57.09216523170471
163,171863.89051030134,optimal,43.91964507102966
164,154740.8013351218,optimal,38.38613200187683
165,-40424.31254519792,optimal,29.934318780899048
166,-53391.52239237017,optimal,62.72354602813721
167,-13897.856989051375,optimal,39.20361876487732
168,163235.49957009015,optimal,36.02032279968262
169,53023.41036738819,optimal,31.166698932647705
170,19628.998329103233,optimal,49.620867013931274
171,9773.530353911323,optimal,42.96031308174133
172,110868.92115078095,optimal,29.565685987472534
173,150160.09457391078,optimal,35.17667484283447
174,156606.90445758132,optimal,33.416752099990845
175,42102.377938231344,optimal,47.845494985580444
176,50217.329563909254,optimal,44.339110136032104
177,47812.87707772193,optimal,39.1750807762146
178,8897.13780470485,optimal,48.1932258605957
179,23668.5531024,optimal,28.881813049316406
180,11101.512074950952,optimal,20.869329929351807
181,4176.708317259996,optimal,59.659308671951294
182,32779.0088840925,optimal,44.635798931121826
183,-31509.12379725648,optimal,59.360556840896606
184,-128845.23514706781,optimal,42.85117506980896
185,-9208.961101942808,optimal,76.2849190235138
186,67265.00755072461,optimal,35.94506502151489
187,123331.74027783435,optimal,41.790903091430664
188,-24390.831682865894,optimal,38.144994020462036
189,56965.4898016752,optimal,49.49685311317444
190,55559.14096442888,optimal,59.71186900138855
191,120099.91307896386,optimal,39.44153904914856
192,46983.8018978603,optimal,33.417696952819824
193,14108.564805463204,optimal,36.60240173339844
194,177246.59332002336,optimal,37.900542974472046
195,228634.53019651398,optimal,31.413440704345703
196,34403.577457646476,optimal,35.803231954574585
197,33917.11723523719,optimal,39.85414719581604
198,61787.60394085769,optimal,55.27179431915283
199,19254.700011793502,optimal,46.28569483757019
200,143720.3446368613,optimal,38.20140600204468
201,106348.21707548684,optimal,34.60302686691284
202,198873.33159774425,optimal,29.219144105911255
203,36132.913078259066,optimal,36.84480595588684
204,9732.63735982612,optimal,49.84792709350586
205,151551.5607970056,optimal,44.15084481239319
206,226389.97939399607,optimal,30.92541480064392
207,152991.7571635015,optimal,32.222070932388306
208,189718.39472091148,optimal,32.171797037124634
209,179636.09776070828,optimal,36.88053512573242
210,7157.717305578488,optimal,39.871959924697876
211,8763.696264982475,optimal,60.18113613128662
212,23377.716363837175,optimal,61.051055908203125
213,146713.8328332625,optimal,36.628071784973145
214,97522.05525171544,optimal,34.73339295387268
215,165216.93893359113,optimal,36.26020097732544
216,166614.12957260525,optimal,35.87902498245239
217,180373.45870438707,optimal,32.30642294883728
218,173670.05873153877,optimal,29.107638120651245
219,128896.60328876926,optimal,35.94765782356262
220,72779.97641382967,optimal,46.35764694213867
221,18462.144129229502,optimal,56.33728909492493
222,133157.3926312905,optimal,43.87857794761658
223,145547.11505514127,optimal,39.985442876815796
224,122612.32144368207,optimal,34.39808106422424
225,173459.16539682652,optimal,36.07748293876648
226,144923.940444132,optimal,33.09725499153137
227,37991.020541031794,optimal,41.66602611541748
228,52922.14273660829,optimal,45.993868827819824
229,81223.46832906979,optimal,51.5335578918457
230,134670.42303175927,optimal,39.07036018371582
231,89738.86896786973,optimal,44.08833718299866
232,136399.15129616624,optimal,40.705557107925415
233,102356.46370962108,optimal,38.59063410758972
234,90849.8163419633,optimal,42.07570791244507
235,47174.47247206126,optimal,42.96501564979553
236,25417.59348151191,optimal,46.326136112213135
237,147042.6532960735,optimal,46.32256102561951
238,109269.64543385689,optimal,36.31316304206848
239,85528.16667413671,optimal,39.529725790023804
240,75548.10661677191,optimal,45.42965602874756
241,96413.22814261678,optimal,46.09968686103821
242,26159.001144383445,optimal,215.9083571434021
243,59331.96521373139,optimal,39.307886838912964
244,-20659.98101333603,optimal,44.80349898338318
245,-5343.5630203265755,optimal,61.46910619735718
246,-34340.864799999916,optimal,53.62948989868164
247,-49344.58410599915,optimal,61.74911403656006
248,-19345.482887869537,optimal,51.637940883636475
249,7532.732852642621,optimal,48.55851697921753
250,-37022.08466979891,optimal,49.32693290710449
251,40290.30775967516,optimal,42.378923177719116
252,-10974.704902433386,optimal,72.20788812637329
253,-10385.842252255454,optimal,39.633875131607056
254,-34769.43635629409,optimal,62.20231223106384
255,34677.56653156101,optimal,45.84259009361267
256,-66448.78692377082,optimal,50.38982892036438
257,-77899.34340151226,optimal,50.10527729988098
258,26634.16207952141,optimal,46.588603258132935
259,50229.96130779773,optimal,40.631675243377686
260,25655.65469740562,optimal,45.34190487861633
261,96667.49631902069,optimal,44.01087689399719
262,70871.97742294669,optimal,40.46709585189819
263,-4820.536487666912,optimal,45.50884389877319
264,29393.606622134146,optimal,46.32782220840454
265,-43738.32233092324,optimal,46.08175206184387
266,62735.89657197619,optimal,41.07139992713928
267,98736.54609176089,optimal,39.6586389541626
268,78711.01183767768,optimal,41.87926983833313
269,31864.888142777887,optimal,52.52256679534912
270,27386.496122063414,optimal,33.0210280418396
271,30281.458184133575,optimal,23.374704837799072
272,47326.09136884482,optimal,41.62549710273743
273,88178.86668025496,optimal,41.243804931640625
274,7266.577142242393,optimal,44.4535448551178
275,71472.25603744594,optimal,53.170620918273926
276,90275.66035641698,optimal,52.738940954208374
277,98817.80713655063,optimal,49.73940420150757
278,115904.28892338835,optimal,38.2905490398407
279,8696.359823897685,optimal,46.434868812561035
280,65826.07331976887,optimal,63.72665286064148
281,58636.83463352721,optimal,44.36181282997131
282,72463.80526623453,optimal,58.58176612854004
283,-19236.19659582282,optimal,61.359915018081665
284,36493.107764587796,optimal,57.25633692741394
285,50377.21262042267,optimal,34.99931597709656
286,102183.70965120726,optimal,35.011293172836304
287,71900.68009759864,optimal,37.435704946517944
288,68051.35643384594,optimal,39.08318901062012
289,129589.26395344516,optimal,36.07814002037048
290,49455.367235793536,optimal,44.362870931625366
291,30995.343717124102,optimal,54.9637770652771
292,92558.97853274064,optimal,51.9628963470459
293,58664.22424926591,optimal,50.627599239349365
294,-8535.138225638118,optimal,53.611361026763916
295,-22507.18789131872,optimal,39.713762044906616
296,33767.27815981146,optimal,62.93325901031494
297,72253.40251867811,optimal,37.96449565887451
298,84226.71424568561,optimal,42.41543006896973
299,71316.01977386535,optimal,32.93043899536133
300,67308.59411619543,optimal,42.789751052856445
301,77386.12810299998,optimal,46.2193648815155
302,9731.603050569713,optimal,49.93405532836914
303,120475.9243010749,optimal,44.060436964035034
304,123611.14513079784,optimal,28.806830883026123
305,70175.78418497904,optimal,38.82324266433716
306,46591.256796165464,optimal,40.21444797515869
307,102847.96082260646,optimal,45.760846853256226
308,119378.42662573949,optimal,29.437784671783447
309,125688.46839799447,optimal,29.49704384803772
310,62984.976229280626,optimal,45.93850016593933
311,74718.28010501615,optimal,43.8970160484314
312,125782.47002938962,optimal,43.134133100509644
313,126078.79187224241,optimal,37.85256290435791
314,77528.44230304402,optimal,41.26512885093689
315,77544.9170862408,optimal,34.08832883834839
316,37042.8291567408,optimal,39.12676811218262
317,10795.063514800822,optimal,43.90539002418518
318,94751.94987962474,optimal,40.36612606048584
319,29922.211422742184,optimal,61.17980599403381
320,87743.55038593113,optimal,42.669184923172
321,18590.694095260907,optimal,58.09167814254761
322,-19785.61740691468,optimal,41.98890924453735
323,80134.37745218017,optimal,44.199544191360474
324,29978.623029034985,optimal,47.882532835006714
325,-9581.612165082515,optimal,55.40177321434021
326,-13745.083642934998,optimal,58.00658202171326
327,-28765.842784336382,optimal,39.46703886985779
328,12817.82776565951,optimal,63.773417949676514
329,-9283.796866922785,optimal,68.67587494850159
330,105546.25374109426,optimal,44.4201819896698
331,158923.91587304333,optimal,40.43702673912048
332,158534.53848509156,optimal,21.624728202819824
333,182144.43520314168,optimal,31.316434860229492
334,130250.83443603062,optimal,29.85020399093628
335,127945.41825987976,optimal,37.9083251953125
336,167925.11772104044,optimal,37.636155128479004
337,178758.3709639507,optimal,38.86906695365906
338,-25316.712152825687,optimal,49.872868061065674
339,87504.40837585696,optimal,42.72036790847778
340,125375.85904283254,optimal,35.62651491165161
341,82325.48428592933,optimal,32.81701111793518
342,165217.46667016338,optimal,39.01583003997803
343,163697.38233597807,optimal,36.21914196014404
344,115738.35723745421,optimal,22.899075031280518
345,96734.82604877188,optimal,27.17016291618347
346,34081.28447415034,optimal,26.055438995361328
