day_idx,date,quarter,rev_single_rt,rev_single_da,rev_shandong_twosettle,oracle_rt,capture_single_rt,rt_mean,da_mean,da_rt_spread_mean
1570,2025-02-18,1,52174.727621447775,66676.96347787256,66676.96347787256,56861.91618265206,91.7568930562451,288.44416666666666,273.4291666666667,-15.015000000000008
1571,2025-02-19,1,109754.22266229452,73722.32299305839,73722.32299305839,115759.2095091462,94.81251913146727,247.8133333333333,260.2704166666667,12.457083333333332
1572,2025-02-20,1,36604.77987038705,47859.55077106272,47859.55077106272,44022.587015641184,83.14999719889566,305.695,287.4675,-18.227500000000003
1573,2025-02-21,1,36639.55135044219,24323.212806619584,24323.212806619584,80274.36196110016,45.64290572399343,268.6725,304.50333333333333,35.830833333333324
1574,2025-02-22,1,26147.462022179192,25325.815629847057,25325.815629847057,64898.802478736165,40.28959090692976,281.01666666666665,298.3062499999999,17.289583333333326
1575,2025-02-23,1,124272.8926081869,123922.27114209911,123922.27114209911,148732.82906400002,83.5544468496004,279.17875,259.38708333333335,-19.791666666666668
1576,2025-02-24,1,77905.29403828882,65950.78426849468,65950.78426849468,137869.42880146002,56.506576342226644,236.9308333333333,191.25125,-45.67958333333333
1577,2025-02-25,1,167348.87528868357,144483.89626031474,144483.89626031474,206910.47437049123,80.87984709224088,215.59583333333333,142.3395833333333,-73.25625000000001
1578,2025-02-26,1,62580.995525938444,69498.42400193845,69498.42400193845,123078.40703146455,50.84644580258488,242.17333333333332,252.02374999999998,9.850416666666673
1579,2025-02-27,1,132837.0364093021,107728.8099990197,107728.8099990197,178819.6435166647,74.28548329307156,189.46375000000003,183.16625,-6.297500000000006
1580,2025-02-28,1,102172.03885331274,95156.30637064057,95156.30637064057,143921.2250387395,70.99164061854736,316.75416666666666,266.86125,-49.89291666666667
1581,2025-03-01,1,19555.096214403493,25768.26248253663,25768.26248253663,46552.23843096158,42.00677963832891,297.1958333333334,285.27958333333333,-11.916249999999996
1582,2025-03-02,1,79631.07632895258,48728.18605863013,48728.18605863013,141791.49421735507,56.16068634334616,236.43416666666667,75.93666666666665,-160.4975
1583,2025-03-03,1,90811.11133036396,86087.03480134868,86087.03480134868,178418.91422289336,50.8976930646021,183.12666666666664,186.51041666666666,3.383749999999998
1584,2025-03-04,1,56358.31096452545,26737.612145701165,26737.612145701165,163611.71300903973,34.44637913021032,371.75874999999996,341.2854166666666,-30.473333333333326
1585,2025-03-05,1,91729.93279146464,62502.665173515226,62502.665173515226,104384.3929446894,87.87705729157229,233.25458333333336,266.88416666666666,33.62958333333333
1586,2025-03-06,1,98794.65757316106,93786.40770258039,93786.40770258039,113619.34896579236,86.95231795678163,215.77416666666667,239.67291666666665,23.898750000000003
1587,2025-03-07,1,28708.566013874453,28629.972068393807,28629.972068393807,54368.312912075475,52.80385665139544,290.29625000000004,286.87833333333333,-3.417916666666662
1588,2025-03-08,1,126139.04449382017,124662.93346260441,124662.93346260441,147647.11239078,85.43278798434332,308.85791666666665,250.58,-58.27791666666668
1589,2025-03-09,1,53151.27078107283,32030.162862497305,32030.162862497305,115377.90501963001,46.06711377887287,172.85208333333333,193.72541666666666,20.87333333333333
1590,2025-03-10,1,94263.4388336998,58849.992070469496,58849.992070469496,124303.63088019998,75.83321433671394,95.11666666666667,71.02958333333333,-24.08708333333334
1591,2025-03-11,1,114323.20181056077,101080.92868102666,101080.92868102666,159176.48307212628,71.82166586678414,319.634375,264.6145833333333,-55.01979166666666
1592,2025-03-12,1,131200.50342168548,121852.32184653313,121852.32184653313,156835.1511937,83.65503678422554,310.7989583333333,259.9770833333334,-50.821875
1593,2025-03-13,1,111807.33752642036,54304.79551895332,54304.79551895332,127026.93981879923,88.01860273569586,258.0833333333333,261.22812500000003,3.144791666666664
1594,2025-03-14,1,107199.03499581954,86574.47321912301,86574.47321912301,147944.0646983083,72.45916570862295,285.9083333333333,274.5708333333333,-11.3375
