day_idx,date,quarter,revenue,oracle_rev,capture,init_soc,final_soc
1522,2025-01-01,1,49849.823204391156,71819.9033793225,69.40948241200684,0.5,0.0530065010013705
1523,2025-01-02,1,25629.937245552548,82932.40794656001,30.904610007306154,0.5,0.05337875250342596
1524,2025-01-03,1,51127.80874599094,70579.22315136413,72.4403109911571,0.5,0.05265975150205571
1525,2025-01-04,1,-3058.8320437143507,41466.12198067461,-7.376701503796104,0.5,0.05490375250342616
1526,2025-01-05,1,9650.483709317796,61690.05944210604,15.643498801252473,0.5,0.9498347515020559
1527,2025-01-06,1,119753.62920986583,161675.177968,74.07051021373756,0.5,0.05038850400548189
1528,2025-01-07,1,117932.77324359534,154103.1152686177,76.52848097069699,0.5,0.05497275350479672
1529,2025-01-08,1,97296.28003365237,146902.85628119067,66.23171427478235,0.5,0.050181501001371004
1530,2025-01-09,1,135828.39272076,169856.97831515686,79.96633053764833,0.5,0.05038850400548134
1531,2025-01-10,1,83323.40761616865,97115.85107118794,85.79794822071925,0.5,0.05083150100137039
1532,2025-01-11,1,29157.896611787706,49285.749655174455,59.160907190799826,0.5,0.05224400100137083
1533,2025-01-12,1,71602.61879469927,101099.91370609857,70.82362009017228,0.5,0.05448800200274062
1534,2025-01-13,1,106318.52881058269,157019.50417576593,67.7103964686902,0.5,0.05335150600822258
1535,2025-01-14,1,56233.81430520048,101134.19052454966,55.60316843743372,0.5,0.05603850400548149
1536,2025-01-15,1,82112.36659370032,135297.41373704997,60.69027066052084,0.5,0.05335150600822236
1537,2025-01-16,1,112852.48954955339,139298.16846445797,81.01505625922697,0.5,0.05025050200274093
1538,2025-01-17,1,76439.02000499915,102418.07888697344,74.63430366562113,0.5,0.05025050200274084
1539,2025-01-18,1,113176.14046755865,129798.16757464825,87.19394316754888,0.5,0.05356025350479679
1540,2025-01-19,1,93775.55219592949,113085.33570350125,82.92459107324036,0.5,0.05025050200274106
1541,2025-01-20,1,65624.45026576778,114967.8876533231,57.08067844444816,0.5,0.05180100400548171
1542,2025-01-21,1,54124.16744992832,93102.15232699952,58.13417423458681,0.5,0.054072251502056023
1543,2025-01-22,1,87336.20495876494,111047.30604208293,78.64774758756207,0.5,0.05059725150205599
1544,2025-01-23,1,22504.563620133336,38987.45437721001,57.72257763330223,0.5,0.05435000000000034
1545,2025-01-24,1,17891.32539259176,31677.093,56.48032599642827,0.5,0.05148150100137033
1546,2025-01-25,1,74039.85704088511,129168.70326796235,57.320275862248415,0.5,0.05441900100137054
1547,2025-01-26,1,7718.154544346582,60169.47353600001,12.827359275012986,0.5,0.41914125250342604
1548,2025-01-27,1,69940.15961844019,98298.95415,71.15046159261725,0.5,0.05117825050068553
1549,2025-01-28,1,134182.94004100622,238994.92682150996,56.1446813225533,0.5,0.052520005006852374
1550,2025-01-29,1,129421.51216705386,163177.80053254074,79.31318582839015,0.5,0.052494503004111404
1551,2025-01-30,1,103780.47672412943,129851.85426064002,79.92221390679579,0.5,0.05159400100137076
1552,2025-01-31,1,39338.662922445874,47796.429434280006,82.30460598847965,0.5,0.05013800200274085
1553,2025-02-01,1,25239.17024568336,36110.91889774429,69.89345886531831,0.5,0.05
