day_idx,date,quarter,revenue,oracle_rev,capture,init_soc,final_soc
1659,2025-05-18,2,135692.29366350058,150781.86906020003,89.99244704237292,0.5,0.053422251502055734
1660,2025-05-19,2,145240.37985774322,198666.43712189997,73.10765822443626,0.5,0.05356025350479664
1661,2025-05-20,2,121495.10667016971,182741.4457389344,66.48470256919079,0.5,0.051454254506166926
1662,2025-05-21,2,135560.96635255296,138978.1962536,97.54117552741045,0.5,0.05483475150205591
1663,2025-05-22,2,64269.22646297881,123488.22136820825,52.04482318305118,0.5,0.052659751502055846
1664,2025-05-23,2,97964.21581749129,143320.38317113946,68.35330303332486,0.5,0.051316252503426085
1665,2025-05-24,2,133103.86716523033,157707.12288167415,84.3994010753063,0.5,0.05103850400548169
1666,2025-05-25,2,119909.53857433225,163382.12220033928,73.39208045498337,0.5,0.054626004005481656
1667,2025-05-26,2,138928.3476586002,149896.22090380001,92.68302217422895,0.5,0.05455700300411136
1668,2025-05-27,2,141435.08575158005,158681.744110875,89.13129014561103,0.5,0.05314450300411124
1669,2025-05-28,2,133552.23453131443,146910.6440076,90.90711938095207,0.5,0.05314450300411138
1670,2025-05-29,2,124615.44603585539,146026.01890271512,85.33783703223204,0.5,0.053075502002740915
1671,2025-05-30,2,96770.1212970528,135414.37993117253,71.46221940848412,0.5,0.053353250500685345
1672,2025-05-31,2,66977.53117138399,119111.26945021606,56.23106149446089,0.5,0.05087500000000045
1673,2025-06-01,2,105170.97023856331,141881.42766629157,74.1259599430645,0.5,0.05448800200274084
1674,2025-06-02,2,120124.40408997789,155079.08809448296,77.4600918576406,0.5,0.05462600400548162
1675,2025-06-03,2,136559.3252410931,158687.38292738932,86.05556580612247,0.5,0.05180100400548186
1676,2025-06-04,2,128967.74802116581,155500.41680379937,82.93723622869076,0.5,0.05314450300411157
1677,2025-06-05,2,78778.23932950459,145127.22609528672,54.28219187334351,0.5,0.050969503004111044
1678,2025-06-06,2,122061.02271712763,141704.87912660002,86.13748762177593,0.5,0.0527287525034258
1679,2025-06-07,2,89462.75634646148,125805.9482846,71.11170621605073,0.5,0.054834751502055745
1680,2025-06-08,2,86528.48973788341,123684.52662585002,69.9590256747597,0.5,0.054184751502055706
1681,2025-06-09,2,87439.0470420059,128544.82794144645,68.02222107437518,0.5,0.05242550200274104
1682,2025-06-10,2,116239.25114285547,139554.2254410166,83.29325090338068,0.5,0.05166300200274094
1683,2025-06-11,2,115748.23864626647,150172.99131389277,77.07660187998027,0.5,0.05455700300411126
1684,2025-06-12,2,102178.67160756404,134744.25786977372,75.83155914986497,0.5,0.05335325050068529
1685,2025-06-13,2,104862.35696287973,130299.125298,80.4781741420403,0.5,0.05124725150205567
1686,2025-06-14,2,95794.88260529778,108021.72548010961,88.681126115632,0.5,0.050112500000000226
1687,2025-06-15,2,125687.97814191524,137585.36156109723,91.3527258392974,0.5,0.05131625250342603
1688,2025-06-16,2,79530.4989671835,151552.1420818922,52.47731762458935,0.5,0.05096950300411117
1689,2025-06-17,2,119276.62266839674,150521.51878641662,79.24223966783447,0.5,0.052797753504796485
1690,2025-06-18,2,52079.01956472436,122386.3964416574,42.55294794103269,0.5,0.05441900100137065
1691,2025-06-19,2,72150.06063911563,169350.69159452658,42.60393622239422,0.5,0.05138525350479639
1692,2025-06-20,2,109096.35996864973,141721.951414325,76.9791545204637,0.5,0.054903752503426245
1693,2025-06-21,2,126376.12817787501,138192.15166406808,91.44956978822017,0.5,0.05159400100137046
1694,2025-06-22,2,106004.82326459786,136105.50904835216,77.88430020634883,0.5,0.05018150100137064
1695,2025-06-23,2,84845.9099450216,105860.85782539748,80.1485191863483,0.5,0.05483475150205552
1696,2025-06-24,2,108196.09361375461,122999.83833379361,87.9644193678816,0.5,0.0530065010013705
1697,2025-06-25,2,54766.856654009694,67240.76445800568,81.44889055836599,0.5,0.05435000000000012
1698,2025-06-26,2,3075.0116735279785,49118.78628262886,6.260357607035323,0.5,0.051178250500685696
1699,2025-06-27,2,43403.38768003057,61931.06184979127,70.08339011738882,0.5,0.05259075050068551
1700,2025-06-28,2,11429.973540157052,47321.654736286335,24.153790910004943,0.5,0.05013800200274099
1701,2025-06-29,2,27066.289538293455,46999.01668209127,57.58905493996627,0.5,0.05370000000000019
1702,2025-06-30,2,77674.8505756625,111779.50349122434,69.48935014884964,0.5,0.05083150100137068
1703,2025-07-01,3,50926.67932161379,122189.75941706875,41.678353050672925,0.5,0.05372550200274079
1704,2025-07-02,3,62843.75444477074,82892.27297031369,75.81376670329338,0.5,0.054072251502055524
1705,2025-07-03,3,130815.31673026878,155471.01013510677,84.14129207534458,0.5,0.054210253504796455
1706,2025-07-04,3,116903.7576035522,169888.33040360492,68.81211753969394,0.5,0.05217325550753705
1707,2025-07-05,3,118041.24349724149,163419.42967589333,72.23207407549424,0.5,0.052866754506166735
1708,2025-07-06,3,97648.2314939338,119696.92192421481,81.57956773170744,0.5,0.05020700300411107
1709,2025-07-07,3,-2771.5582040476475,75185.72586466743,-3.686282432168558,0.5,0.050553752503425975
1710,2025-07-08,3,69848.4710949415,92017.9273694,75.90745965678987,0.5,0.05400325050068544
1711,2025-07-09,3,93971.03640406029,117102.35747660341,80.24692109450942,0.5,0.05492925450616647
1712,2025-07-10,3,81753.63672072098,101353.60721477812,80.66179287282503,0.5,0.05444450300411094
1713,2025-07-11,3,75102.90571196585,100029.2574255929,75.08093896211456,0.5,0.05296300200274075
1714,2025-07-12,3,96364.04882368294,114884.41472513968,83.8791310851288,0.5,0.050553752503425975
1715,2025-07-13,3,106996.27468086961,121701.04633709828,87.9173005501546,0.5,0.05476575050068547
1716,2025-07-14,3,99909.44049374721,124073.9096488,80.5241333786837,0.5,0.05011250000000045
1717,2025-07-15,3,-8560.468079052396,86378.73408593865,-9.910388441830536,0.5,0.05435000000000034
1718,2025-07-16,3,82178.80111940023,106355.45064440541,77.26806724195198,0.5,0.05265975150205554
