day_idx,variant,status,formulation,objective,actual_revenue,revenue_dam,revenue_dev,p_dam_mean,p_dam_std,p_dam_abs_max,K_used,solve_time,scenario_method
1899,A4_regime_mean_K,optimal,two_stage,152100.93207333292,144925.74512972712,172081.376451792,-24251.271400749923,4.892665076771724,95.27920861087519,180.0000000000001,200,95.86064982414246,regime_mean_K
1899,A5_bootstrap_RT_only,optimal,rt_only,149742.79802910867,135566.65733045223,0.0,138282.00004532523,0.35236010681284213,104.82153764167958,200.0,200,0.02969074249267578,bootstrap
1899,A6_profile_RT_only,optimal,rt_only,162669.78879073434,135954.4447763686,0.0,138708.80152868354,0.3095958267717324,105.61892629893254,200.0,7,0.02566981315612793,regime_profile
1900,A1_bootstrap_uniform,optimal,two_stage,155286.5968636688,16931.687807150785,37516.582329265526,-17970.34528459997,3.9704635080256687,87.15469173872125,180.0,200,107.52500081062317,bootstrap
1900,A2_regime_profile,optimal,two_stage,132762.90850910093,13639.042811539202,33974.30564279333,-17739.142166294077,4.142770710105062,88.0158658160754,180.0,9,0.6599917411804199,regime_profile
1900,A3_bootstrap_weighted,optimal,two_stage,131686.45468210793,34773.6779394847,40338.92965041028,-3322.150153807497,2.852096023479504,76.5878650168703,180.00000000000048,200,100.49974298477173,bootstrap_weighted
1900,A4_regime_mean_K,optimal,two_stage,132507.1921593886,19110.143100311063,34950.4463744493,-13246.19603648786,3.8095430101050596,88.21149024891548,180.0000000000008,200,92.66564989089966,regime_mean_K
1900,A5_bootstrap_RT_only,optimal,rt_only,97597.06130619193,-23784.893989536326,0.0,-21030.537237221368,0.30959582677172887,105.61892629893254,200.0,200,0.036810874938964844,bootstrap
1900,A6_profile_RT_only,optimal,rt_only,114224.59739278477,-17429.971213611392,0.0,-14675.614461296434,0.3095958267717324,105.61892629893254,200.0,9,0.037484169006347656,regime_profile
1901,A1_bootstrap_uniform,optimal,two_stage,114385.37469762459,155641.52518113898,158844.0797829735,-751.4178827794392,4.9821201433733355,83.88390892475643,180.0,200,111.64486193656921,bootstrap
1901,A2_regime_profile,optimal,two_stage,102979.61207569907,138551.53747473872,159156.8279274936,-18060.936869439927,7.2368770788550565,90.39229184513692,200.0,4,0.2404952049255371,regime_profile
1901,A3_bootstrap_weighted,optimal,two_stage,107212.65660540762,160907.08009288792,156060.242105441,7453.544117294221,5.142981976771736,88.18119734561077,180.00000000000026,200,109.98407816886902,bootstrap_weighted
1901,A4_regime_mean_K,optimal,two_stage,104275.12638978938,140484.8760352537,159367.01129926858,-16376.781997599923,7.9857484101050575,89.94863377757412,200.0,200,102.489737033844,regime_mean_K
1901,A5_bootstrap_RT_only,optimal,rt_only,96966.48526730832,128380.07331116269,0.0,131816.4146645937,-0.4379448631460467,117.71837549566337,200.0,200,0.024805068969726562,bootstrap
1901,A6_profile_RT_only,optimal,rt_only,93903.59037411357,134771.86505276698,0.0,137487.20776763998,0.3523601068128433,104.82153764167958,200.0,4,0.02506399154663086,regime_profile
1902,A1_bootstrap_uniform,optimal,two_stage,173289.08848368077,125730.43308576624,124224.04107257583,3838.1713169600916,2.257370138131847,78.160659780828,180.0,200,109.46343684196472,bootstrap
1902,A2_regime_profile,optimal,two_stage,169891.18031185734,106526.47580203018,123114.69713819957,-14082.998835938444,2.6740368047985092,85.24014880651035,180.0,5,0.3763298988342285,regime_profile
1902,A3_bootstrap_weighted,optimal,two_stage,177854.36567376286,87018.53372626552,111590.9020086854,-21795.009311804923,4.85662634343839,91.28921657588853,180.0,200,61.58155584335327,bootstrap_weighted
1902,A4_regime_mean_K,optimal,two_stage,167987.39312872462,102969.9021897572,119749.21460117213,-13879.213436003427,2.1984534031198595,93.31496574883671,180.00000000000037,200,45.039154291152954,regime_mean_K
1902,A5_bootstrap_RT_only,optimal,rt_only,175894.65806433812,-185963.82987476565,0.0,-183701.45455456674,0.8488692041895073,95.62323778338181,200.0,200,0.0377960205078125,bootstrap
1902,A6_profile_RT_only,optimal,rt_only,172220.56150090037,-183354.435697892,0.0,-180371.06173913507,0.05856423423061822,110.10566247089568,200.0,5,0.022758960723876953,regime_profile
1903,A1_bootstrap_uniform,optimal,two_stage,99923.71425810947,121103.58073539732,116591.90134265635,6303.2713717198985,1.4727446621848894,64.51715806518469,180.0,200,114.88515186309814,bootstrap
1903,A2_regime_profile,optimal,two_stage,95225.86877845497,36488.00013075617,96516.56396538058,-57888.55478149984,6.3776101015713555,78.36885510305541,180.0000000000001,4,0.21229290962219238,regime_profile
1903,A3_bootstrap_weighted,optimal,two_stage,99409.83577246757,98782.33139990919,116815.19042697645,-16328.498013050123,3.2479028816775304,64.61163481881036,180.00000000000017,200,88.89427709579468,bootstrap_weighted
1903,A4_regime_mean_K,optimal,two_stage,95252.01281911276,26925.751483184555,91607.66644058643,-62643.14138149991,6.466654377042403,74.22182635946719,180.0000000000002,200,42.109861850738525,regime_mean_K
1903,A5_bootstrap_RT_only,optimal,rt_only,94151.67346323899,126394.52908519028,0.0,127667.87452294721,1.9329700467306192,71.65945554745585,200.0,200,0.020304203033447266,bootstrap
1903,A6_profile_RT_only,optimal,rt_only,103583.2670136207,127540.50872458497,0.0,129447.17575905146,1.2387701152815385,88.30423208653121,200.0,4,0.019704818725585938,regime_profile
