day_idx,date,regime_rev,regime_cap,vae_rev,vae_cap,oracle_rev,vae_vs_regime
1872,2025-12-17,79565.71194466006,78.41791802189843,52574.618652823854,51.816191105249175,101463.68834026059,-26991.0932918362
1879,2025-12-24,64521.336776196906,63.86483614537094,66238.02895838306,65.56406109025468,101027.95320625519,1716.6921821861542
1886,2025-12-31,77152.45369496153,57.6328653164934,73526.3418775693,54.92416061579042,133868.84943386982,-3626.1118173922296
1893,2026-01-07,134506.64396240644,75.61409218768357,105654.72591264152,59.39473285390851,177885.68251080002,-28851.91804976492
1900,2026-01-14,37277.490092560336,47.96071914647733,27625.508910318327,35.54260951680085,77725.0440693159,-9651.981182242009
1907,2026-01-21,107806.42599435228,83.33212710659491,111727.62321629704,86.36313107778905,129369.58378183589,3921.1972219447634
1914,2026-01-28,20010.405655656155,51.838426506633475,28717.368442145034,74.39445351930004,38601.49121828676,8706.962786488879
1921,2026-02-04,118829.64454811005,56.08470544172091,127971.8251778012,60.399592603599494,211875.31183807153,9142.180629691153
1928,2026-02-11,105309.24423426794,88.52527312683031,96261.9950725287,80.91995595915822,118959.52479400001,-9047.249161739237
1935,2026-02-18,139179.1837638769,89.77454057329352,123420.11152050173,79.60948979306656,155031.9086849,-15759.07224337518
